Opp ID,Opp Name,Account Name,Region,Industry,Status,Priority,Win Probability,Order Value,Closing Date,Opportunity Type,Sales Lead Name,Product Name,Opportunity Phase
OPP_555,Opportunity 555,Wayne Enterprises,South America,Healthcare,Pending,Medium,31,98727,2024-8-27,Upsell,Michael Jones,Service Cloud,Proposal/Quote
OPP_556,Opportunity 556,Acme Corp,North America,Finance,New,High,40,55192,2023-8-6,New Business,Michael Jones,Salesforce,Closed Won
OPP_557,Opportunity 557,Wayne Enterprises,North America,Finance,Pending,High,51,16212,2023-3-21,Cross-sell,Jane Smith,Service Cloud,Proposal/Quote
OPP_558,Opportunity 558,Acme Corp,South America,Finance,Closed Won,Low,55,59879,2023-3-19,Upsell,Michael Jones,Salesforce,Closed Lost
OPP_559,Opportunity 559,Wayne Enterprises,South America,Finance,Closed Won,Medium,60,63825,2024-10-7,Cross-sell,Jane Smith,Marketing Cloud,Negotiation
OPP_560,Opportunity 560,LexCorp,EMEA,Technology,Closed Won,Medium,34,18079,2024-4-6,Upsell,Jane Smith,Service Cloud,Proposal/Quote
OPP_561,Opportunity 561,Wayne Enterprises,APAC,Healthcare,Pending,Low,57,91224,2024-10-21,New Business,John Doe,Marketing Cloud,Closed Won
OPP_562,Opportunity 562,Acme Corp,APAC,Technology,New,Medium,26,23600,2024-10-4,Upsell,Jane Smith,Marketing Cloud,Closed Won
OPP_563,Opportunity 563,Wayne Enterprises,EMEA,Finance,Closed Won,Low,64,93052,2024-9-22,Cross-sell,Jane Smith,Salesforce,Qualification
OPP_564,Opportunity 564,LexCorp,South America,Technology,Closed Lost,Low,89,85773,2024-6-21,Upsell,John Doe,Salesforce,Negotiation
OPP_565,Opportunity 565,LexCorp,EMEA,Healthcare,Closed Won,Medium,70,37876,2023-1-20,Cross-sell,Jane Smith,Marketing Cloud,Negotiation
OPP_566,Opportunity 566,Litware Inc,North America,Technology,New,Low,88,64879,2023-12-2,Upsell,Jane Smith,Salesforce,Proposal/Quote
OPP_567,Opportunity 567,Litware Inc,North America,Retail,Pending,Low,49,26359,2023-10-10,Cross-sell,John Doe,Service Cloud,Negotiation
OPP_568,Opportunity 568,Litware Inc,South America,Healthcare,New,Low,78,11655,2024-9-18,New Business,Michael Jones,Service Cloud,Closed Won
OPP_569,Opportunity 569,Litware Inc,North America,Retail,Closed Lost,Medium,87,50976,2023-9-9,Upsell,John Doe,Service Cloud,Closed Lost
OPP_570,Opportunity 570,Litware Inc,APAC,Healthcare,Closed Won,High,56,15147,2024-12-28,Upsell,John Doe,Marketing Cloud,Qualification
OPP_571,Opportunity 571,Litware Inc,North America,Healthcare,New,High,33,92704,2024-3-26,New Business,Jane Smith,Marketing Cloud,Negotiation
OPP_572,Opportunity 572,Wayne Enterprises,South America,Technology,New,Medium,57,24798,2023-2-24,Upsell,John Doe,Salesforce,Proposal/Quote
OPP_573,Opportunity 573,Acme Corp,EMEA,Technology,New,Medium,71,86718,2023-12-5,Cross-sell,Jane Smith,Salesforce,Closed Lost
OPP_574,Opportunity 574,Wayne Enterprises,APAC,Technology,Pending,Low,54,8940,2023-2-15,Upsell,John Doe,Salesforce,Closed Lost
OPP_575,Opportunity 575,LexCorp,APAC,Healthcare,Closed Won,High,56,94733,2023-10-25,Upsell,Jane Smith,Service Cloud,Closed Won
OPP_576,Opportunity 576,LexCorp,South America,Finance,Closed Lost,Medium,45,30233,2023-4-22,Upsell,Michael Jones,Salesforce,Closed Lost
OPP_577,Opportunity 577,Litware Inc,APAC,Finance,New,Medium,35,18582,2023-3-7,Upsell,Jane Smith,Marketing Cloud,Closed Won
OPP_578,Opportunity 578,Wayne Enterprises,South America,Finance,Pending,Medium,31,56700,2023-3-3,New Business,Jane Smith,Marketing Cloud,Closed Lost
OPP_579,Opportunity 579,Litware Inc,South America,Healthcare,New,Low,42,14219,2024-9-5,Upsell,Michael Jones,Marketing Cloud,Closed Lost
OPP_580,Opportunity 580,Acme Corp,North America,Technology,Pending,Low,69,45040,2023-8-4,New Business,John Doe,Marketing Cloud,Proposal/Quote
OPP_581,Opportunity 581,Wayne Enterprises,South America,Healthcare,Closed Lost,Low,24,91557,2023-2-18,Cross-sell,Jane Smith,Service Cloud,Negotiation
OPP_582,Opportunity 582,Wayne Enterprises,EMEA,Healthcare,Closed Won,Low,60,91725,2023-5-12,Upsell,Michael Jones,Salesforce,Closed Lost
OPP_583,Opportunity 583,LexCorp,North America,Healthcare,New,High,31,56831,2023-8-27,Cross-sell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_584,Opportunity 584,LexCorp,South America,Finance,Closed Won,Low,45,79154,2024-6-7,New Business,Jane Smith,Service Cloud,Qualification
OPP_585,Opportunity 585,Acme Corp,APAC,Healthcare,Closed Lost,Medium,46,55328,2023-9-27,Upsell,John Doe,Salesforce,Qualification
OPP_586,Opportunity 586,Acme Corp,EMEA,Healthcare,Closed Won,Low,79,34251,2023-3-4,Upsell,John Doe,Marketing Cloud,Qualification
OPP_587,Opportunity 587,Litware Inc,South America,Finance,Closed Won,Medium,50,83663,2024-6-25,New Business,Jane Smith,Service Cloud,Closed Lost
OPP_588,Opportunity 588,Acme Corp,EMEA,Retail,New,High,35,5744,2024-9-20,Upsell,Jane Smith,Marketing Cloud,Closed Lost
OPP_589,Opportunity 589,LexCorp,EMEA,Finance,Pending,High,89,54812,2023-2-14,New Business,Michael Jones,Salesforce,Negotiation
OPP_590,Opportunity 590,LexCorp,North America,Retail,Closed Lost,Medium,48,88660,2024-3-14,New Business,Michael Jones,Service Cloud,Closed Lost
OPP_591,Opportunity 591,Acme Corp,APAC,Retail,Closed Won,Medium,87,21367,2023-5-15,Cross-sell,Michael Jones,Service Cloud,Proposal/Quote
OPP_592,Opportunity 592,LexCorp,APAC,Retail,Closed Won,Low,60,47683,2023-10-11,Cross-sell,Michael Jones,Salesforce,Closed Lost
OPP_593,Opportunity 593,LexCorp,North America,Retail,Pending,Low,46,41723,2023-4-27,Upsell,Jane Smith,Salesforce,Closed Lost
OPP_594,Opportunity 594,Litware Inc,APAC,Retail,Closed Lost,Low,45,35543,2023-8-20,Cross-sell,Jane Smith,Service Cloud,Negotiation
OPP_595,Opportunity 595,Litware Inc,APAC,Retail,New,Medium,72,86456,2024-3-14,Upsell,Michael Jones,Service Cloud,Proposal/Quote
OPP_596,Opportunity 596,Litware Inc,North America,Healthcare,Closed Won,High,59,78677,2024-11-10,Cross-sell,Jane Smith,Salesforce,Qualification
OPP_597,Opportunity 597,Wayne Enterprises,North America,Finance,Pending,High,44,56985,2024-8-5,New Business,Jane Smith,Salesforce,Closed Won
OPP_598,Opportunity 598,Acme Corp,North America,Technology,Closed Won,Low,65,31256,2024-7-8,Cross-sell,Michael Jones,Salesforce,Negotiation
OPP_599,Opportunity 599,Acme Corp,South America,Finance,Closed Won,Medium,29,31328,2024-8-19,Cross-sell,Michael Jones,Marketing Cloud,Qualification
OPP_600,Opportunity 600,Wayne Enterprises,South America,Technology,Closed Lost,Low,82,36791,2023-12-15,Upsell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_601,Opportunity 601,LexCorp,South America,Technology,New,High,64,84513,2023-9-19,Cross-sell,John Doe,Salesforce,Negotiation
OPP_602,Opportunity 602,Acme Corp,North America,Retail,New,High,89,64841,2023-12-8,New Business,Jane Smith,Service Cloud,Negotiation
OPP_603,Opportunity 603,Acme Corp,EMEA,Finance,Pending,Low,39,62381,2023-11-22,Cross-sell,Michael Jones,Service Cloud,Closed Won
OPP_604,Opportunity 604,Wayne Enterprises,South America,Healthcare,Closed Lost,Low,53,68477,2024-10-16,Upsell,Michael Jones,Salesforce,Closed Won
OPP_605,Opportunity 605,Acme Corp,EMEA,Healthcare,Pending,High,86,35401,2024-9-17,New Business,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_606,Opportunity 606,LexCorp,North America,Retail,New,Medium,29,96837,2023-11-8,New Business,John Doe,Service Cloud,Qualification
OPP_607,Opportunity 607,Litware Inc,EMEA,Finance,New,Medium,90,70966,2023-2-8,Cross-sell,Jane Smith,Service Cloud,Proposal/Quote
OPP_608,Opportunity 608,Litware Inc,EMEA,Finance,Closed Lost,Medium,83,28469,2024-9-19,Upsell,John Doe,Service Cloud,Qualification
OPP_609,Opportunity 609,LexCorp,APAC,Retail,Closed Lost,Low,60,13546,2023-2-16,New Business,Jane Smith,Marketing Cloud,Closed Won
OPP_610,Opportunity 610,Litware Inc,APAC,Retail,Closed Lost,High,85,67615,2023-10-6,Upsell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_611,Opportunity 611,Wayne Enterprises,APAC,Healthcare,Closed Won,Medium,27,10996,2023-4-19,Cross-sell,Michael Jones,Service Cloud,Negotiation
OPP_612,Opportunity 612,Wayne Enterprises,EMEA,Finance,New,Low,80,81262,2024-6-17,New Business,Jane Smith,Salesforce,Negotiation
OPP_613,Opportunity 613,Wayne Enterprises,North America,Healthcare,Pending,Low,84,10150,2024-12-16,New Business,Michael Jones,Salesforce,Closed Lost
OPP_614,Opportunity 614,Litware Inc,APAC,Healthcare,New,Medium,73,31434,2023-1-13,Cross-sell,Jane Smith,Marketing Cloud,Qualification
OPP_615,Opportunity 615,Litware Inc,South America,Technology,Pending,Low,62,71884,2024-11-25,Cross-sell,Michael Jones,Salesforce,Proposal/Quote
OPP_616,Opportunity 616,Litware Inc,North America,Retail,Closed Won,Medium,38,98223,2023-12-21,Upsell,John Doe,Marketing Cloud,Negotiation
OPP_617,Opportunity 617,Wayne Enterprises,EMEA,Technology,Closed Lost,Medium,29,41009,2023-10-10,Cross-sell,Jane Smith,Salesforce,Proposal/Quote
OPP_618,Opportunity 618,LexCorp,APAC,Healthcare,Closed Lost,Medium,77,22245,2024-3-27,Upsell,Michael Jones,Salesforce,Proposal/Quote
OPP_619,Opportunity 619,Litware Inc,North America,Healthcare,Closed Lost,Low,71,6489,2023-4-7,New Business,John Doe,Service Cloud,Closed Won
OPP_620,Opportunity 620,Acme Corp,EMEA,Technology,Closed Won,Low,83,58757,2023-3-8,Upsell,Jane Smith,Service Cloud,Qualification
OPP_621,Opportunity 621,Acme Corp,South America,Retail,New,Medium,39,46663,2023-8-24,Upsell,Jane Smith,Salesforce,Closed Lost
OPP_622,Opportunity 622,Acme Corp,EMEA,Healthcare,Closed Lost,High,33,2746,2023-2-3,New Business,Jane Smith,Salesforce,Negotiation
OPP_623,Opportunity 623,LexCorp,EMEA,Healthcare,Closed Won,Low,63,38704,2023-6-9,New Business,John Doe,Marketing Cloud,Qualification
OPP_624,Opportunity 624,Wayne Enterprises,EMEA,Retail,New,Medium,80,39615,2023-6-23,Upsell,Michael Jones,Salesforce,Negotiation
OPP_625,Opportunity 625,Litware Inc,North America,Healthcare,New,Low,88,93802,2023-5-22,New Business,John Doe,Service Cloud,Qualification
OPP_626,Opportunity 626,Litware Inc,North America,Technology,Pending,High,33,23814,2023-11-14,Cross-sell,Michael Jones,Service Cloud,Qualification
OPP_627,Opportunity 627,Wayne Enterprises,North America,Finance,New,Low,69,74432,2024-4-3,Upsell,Michael Jones,Salesforce,Proposal/Quote
OPP_628,Opportunity 628,Litware Inc,South America,Healthcare,Closed Lost,Low,75,84928,2023-5-19,Upsell,Michael Jones,Service Cloud,Qualification
OPP_629,Opportunity 629,LexCorp,South America,Technology,Closed Won,Medium,52,96764,2024-7-11,Upsell,Jane Smith,Service Cloud,Qualification
OPP_630,Opportunity 630,LexCorp,South America,Technology,Closed Lost,Medium,69,28138,2023-3-14,Cross-sell,John Doe,Service Cloud,Closed Lost
OPP_631,Opportunity 631,Acme Corp,North America,Technology,New,Medium,88,87591,2023-9-4,Cross-sell,Michael Jones,Salesforce,Closed Lost
OPP_632,Opportunity 632,Wayne Enterprises,South America,Retail,New,Low,45,89608,2023-6-23,Upsell,John Doe,Service Cloud,Proposal/Quote
OPP_633,Opportunity 633,LexCorp,North America,Healthcare,Pending,Low,27,22803,2023-12-23,Upsell,John Doe,Service Cloud,Proposal/Quote
OPP_634,Opportunity 634,LexCorp,APAC,Healthcare,Closed Won,Low,47,48774,2023-10-13,Upsell,Jane Smith,Marketing Cloud,Negotiation
OPP_635,Opportunity 635,LexCorp,APAC,Technology,New,Medium,41,26688,2023-4-17,Upsell,John Doe,Salesforce,Closed Won
OPP_636,Opportunity 636,Acme Corp,South America,Healthcare,Pending,Medium,63,27370,2023-8-2,New Business,John Doe,Service Cloud,Closed Won
OPP_637,Opportunity 637,LexCorp,APAC,Finance,Closed Won,Medium,20,46283,2024-3-22,New Business,John Doe,Marketing Cloud,Closed Won
OPP_638,Opportunity 638,Acme Corp,EMEA,Retail,Closed Lost,Low,88,46422,2023-3-28,Upsell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_639,Opportunity 639,LexCorp,APAC,Technology,Closed Won,Low,75,91955,2023-7-24,Upsell,John Doe,Service Cloud,Closed Won
OPP_640,Opportunity 640,Wayne Enterprises,EMEA,Finance,New,High,64,54666,2024-3-12,New Business,John Doe,Service Cloud,Closed Won
OPP_641,Opportunity 641,LexCorp,APAC,Finance,New,High,66,6312,2024-3-7,New Business,John Doe,Salesforce,Negotiation
OPP_642,Opportunity 642,Wayne Enterprises,South America,Finance,Closed Lost,High,36,18221,2024-2-15,New Business,Jane Smith,Salesforce,Qualification
OPP_643,Opportunity 643,Wayne Enterprises,EMEA,Technology,Pending,Medium,79,98508,2023-1-12,Upsell,Michael Jones,Marketing Cloud,Negotiation
OPP_644,Opportunity 644,Wayne Enterprises,North America,Retail,Closed Won,High,24,12459,2023-8-15,Cross-sell,Michael Jones,Service Cloud,Closed Won
OPP_645,Opportunity 645,Wayne Enterprises,APAC,Retail,Pending,High,82,27336,2023-2-19,Cross-sell,Jane Smith,Service Cloud,Qualification
OPP_646,Opportunity 646,Acme Corp,North America,Finance,Closed Lost,Low,49,47627,2023-2-12,New Business,Jane Smith,Service Cloud,Negotiation
OPP_647,Opportunity 647,Acme Corp,North America,Retail,New,High,36,38877,2023-1-16,New Business,Michael Jones,Salesforce,Qualification
OPP_648,Opportunity 648,Acme Corp,APAC,Retail,Closed Lost,Medium,50,80381,2024-8-27,Upsell,John Doe,Service Cloud,Negotiation
OPP_649,Opportunity 649,Acme Corp,South America,Finance,Closed Lost,High,57,15131,2023-7-12,New Business,Jane Smith,Salesforce,Negotiation
OPP_650,Opportunity 650,LexCorp,North America,Finance,New,High,56,4140,2024-4-12,Cross-sell,John Doe,Salesforce,Qualification
OPP_651,Opportunity 651,Litware Inc,APAC,Finance,New,Medium,87,37499,2024-3-3,Upsell,Michael Jones,Service Cloud,Negotiation
OPP_652,Opportunity 652,Acme Corp,South America,Healthcare,Pending,Low,56,13502,2023-2-10,Upsell,Jane Smith,Marketing Cloud,Qualification
OPP_653,Opportunity 653,Wayne Enterprises,APAC,Retail,Closed Lost,High,57,95489,2023-4-15,New Business,John Doe,Service Cloud,Closed Lost
OPP_654,Opportunity 654,Wayne Enterprises,EMEA,Retail,New,High,45,23925,2023-4-11,New Business,Michael Jones,Salesforce,Closed Won
OPP_655,Opportunity 655,Wayne Enterprises,EMEA,Healthcare,Closed Won,Low,83,34500,2024-5-7,New Business,Michael Jones,Marketing Cloud,Closed Lost
OPP_656,Opportunity 656,LexCorp,North America,Retail,Closed Won,Medium,88,5556,2023-3-3,New Business,John Doe,Service Cloud,Qualification
OPP_657,Opportunity 657,Acme Corp,North America,Technology,Closed Lost,Medium,47,46473,2023-6-20,New Business,John Doe,Marketing Cloud,Closed Lost
OPP_658,Opportunity 658,Acme Corp,EMEA,Retail,Closed Won,Low,55,8782,2024-12-15,Cross-sell,Jane Smith,Service Cloud,Qualification
OPP_659,Opportunity 659,Litware Inc,APAC,Finance,Pending,Medium,69,13443,2024-5-24,New Business,Jane Smith,Service Cloud,Closed Won
OPP_660,Opportunity 660,Acme Corp,EMEA,Finance,New,High,33,82420,2024-2-20,Upsell,John Doe,Salesforce,Closed Won
OPP_661,Opportunity 661,Wayne Enterprises,APAC,Finance,Closed Lost,High,77,64782,2024-4-15,Cross-sell,John Doe,Service Cloud,Proposal/Quote
OPP_662,Opportunity 662,Litware Inc,South America,Technology,Closed Won,High,29,20831,2024-12-17,Cross-sell,John Doe,Salesforce,Qualification
OPP_663,Opportunity 663,Wayne Enterprises,APAC,Technology,New,Low,23,62159,2023-11-23,Cross-sell,John Doe,Service Cloud,Closed Won
OPP_664,Opportunity 664,LexCorp,North America,Healthcare,Pending,Low,85,38678,2024-11-5,Upsell,John Doe,Salesforce,Qualification
OPP_665,Opportunity 665,Wayne Enterprises,APAC,Technology,Closed Won,Medium,87,54891,2024-2-26,Upsell,Michael Jones,Marketing Cloud,Qualification
OPP_666,Opportunity 666,Litware Inc,EMEA,Technology,Pending,Medium,55,29653,2024-8-5,Upsell,John Doe,Service Cloud,Proposal/Quote
OPP_667,Opportunity 667,Litware Inc,North America,Healthcare,Pending,Low,25,24087,2023-11-20,New Business,Jane Smith,Service Cloud,Negotiation
OPP_668,Opportunity 668,Acme Corp,APAC,Technology,Closed Lost,Low,40,70458,2023-12-5,Upsell,John Doe,Salesforce,Proposal/Quote
OPP_669,Opportunity 669,Wayne Enterprises,North America,Finance,Pending,High,72,4909,2024-6-24,New Business,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_670,Opportunity 670,LexCorp,South America,Finance,New,Low,72,73127,2024-2-12,Cross-sell,Michael Jones,Salesforce,Closed Won
OPP_671,Opportunity 671,Litware Inc,APAC,Technology,New,Medium,74,46023,2024-7-12,Cross-sell,John Doe,Salesforce,Qualification
OPP_672,Opportunity 672,LexCorp,South America,Retail,Pending,Low,31,87846,2023-4-13,New Business,John Doe,Salesforce,Closed Lost
OPP_673,Opportunity 673,Acme Corp,North America,Finance,Closed Lost,Medium,24,2425,2024-2-12,Cross-sell,John Doe,Marketing Cloud,Closed Won
OPP_674,Opportunity 674,Acme Corp,North America,Healthcare,New,Medium,34,87110,2024-4-21,Upsell,Michael Jones,Marketing Cloud,Negotiation
OPP_675,Opportunity 675,LexCorp,North America,Finance,Closed Won,Low,36,66588,2024-3-8,New Business,Jane Smith,Marketing Cloud,Closed Won
OPP_676,Opportunity 676,Acme Corp,North America,Healthcare,Pending,Low,86,65153,2023-11-8,New Business,John Doe,Marketing Cloud,Closed Won
OPP_677,Opportunity 677,Acme Corp,South America,Retail,Closed Won,Low,41,97315,2023-8-20,Cross-sell,John Doe,Salesforce,Qualification
OPP_678,Opportunity 678,Acme Corp,APAC,Healthcare,Closed Won,Medium,71,40418,2024-1-4,Cross-sell,John Doe,Marketing Cloud,Negotiation
OPP_679,Opportunity 679,Litware Inc,EMEA,Healthcare,Closed Won,High,60,95455,2024-3-5,New Business,Jane Smith,Salesforce,Closed Lost
OPP_680,Opportunity 680,LexCorp,South America,Technology,New,High,24,51696,2024-6-19,New Business,John Doe,Marketing Cloud,Proposal/Quote
OPP_681,Opportunity 681,Acme Corp,EMEA,Healthcare,Closed Lost,High,80,85685,2024-12-18,Cross-sell,John Doe,Service Cloud,Qualification
OPP_682,Opportunity 682,LexCorp,North America,Healthcare,Closed Won,Medium,69,39431,2024-8-20,Cross-sell,Jane Smith,Marketing Cloud,Qualification
OPP_683,Opportunity 683,Litware Inc,South America,Healthcare,Closed Won,Medium,47,7294,2023-7-1,Cross-sell,Jane Smith,Marketing Cloud,Closed Lost
OPP_684,Opportunity 684,Acme Corp,North America,Technology,Closed Won,High,27,9773,2024-2-1,Upsell,John Doe,Marketing Cloud,Closed Won
OPP_685,Opportunity 685,LexCorp,EMEA,Technology,Closed Lost,Medium,49,50718,2023-5-15,Cross-sell,Jane Smith,Salesforce,Negotiation
OPP_686,Opportunity 686,Acme Corp,APAC,Healthcare,Closed Won,Low,56,15564,2024-9-12,Cross-sell,John Doe,Service Cloud,Closed Lost
OPP_687,Opportunity 687,Acme Corp,EMEA,Retail,New,Medium,36,60576,2023-9-24,New Business,Michael Jones,Service Cloud,Closed Won
OPP_688,Opportunity 688,Litware Inc,EMEA,Retail,Closed Lost,Low,32,81605,2023-12-7,New Business,Jane Smith,Salesforce,Qualification
OPP_689,Opportunity 689,LexCorp,EMEA,Finance,Closed Won,High,54,11537,2023-2-16,Upsell,Michael Jones,Marketing Cloud,Closed Won
OPP_690,Opportunity 690,Wayne Enterprises,South America,Healthcare,New,Medium,69,50084,2024-12-15,Upsell,Jane Smith,Service Cloud,Proposal/Quote
OPP_691,Opportunity 691,Acme Corp,APAC,Technology,New,Medium,20,74477,2024-6-11,Upsell,Jane Smith,Service Cloud,Negotiation
OPP_692,Opportunity 692,Acme Corp,APAC,Finance,Closed Lost,Medium,45,36749,2024-4-23,Cross-sell,Michael Jones,Marketing Cloud,Negotiation
OPP_693,Opportunity 693,Litware Inc,APAC,Finance,Closed Won,Low,20,98696,2024-7-10,New Business,Michael Jones,Salesforce,Qualification
OPP_694,Opportunity 694,Acme Corp,APAC,Healthcare,New,High,23,85731,2024-6-9,Cross-sell,Michael Jones,Service Cloud,Qualification
OPP_695,Opportunity 695,Acme Corp,APAC,Retail,New,Low,79,90584,2023-3-2,Upsell,John Doe,Salesforce,Negotiation
OPP_696,Opportunity 696,LexCorp,North America,Technology,Pending,High,80,74136,2023-12-9,Cross-sell,Jane Smith,Salesforce,Qualification
OPP_697,Opportunity 697,Acme Corp,APAC,Technology,Pending,Low,44,97145,2024-11-15,New Business,John Doe,Salesforce,Proposal/Quote
OPP_698,Opportunity 698,Litware Inc,EMEA,Retail,Closed Won,High,40,88870,2024-12-16,New Business,Michael Jones,Service Cloud,Negotiation
OPP_699,Opportunity 699,Litware Inc,EMEA,Finance,Closed Lost,Medium,65,33599,2023-5-1,Cross-sell,Michael Jones,Salesforce,Qualification
OPP_700,Opportunity 700,Litware Inc,North America,Retail,Pending,Low,32,85764,2023-10-2,Cross-sell,Jane Smith,Salesforce,Proposal/Quote
OPP_701,Opportunity 701,Litware Inc,EMEA,Technology,Closed Won,High,40,23723,2024-3-14,Cross-sell,John Doe,Marketing Cloud,Proposal/Quote
OPP_702,Opportunity 702,Acme Corp,South America,Retail,Closed Won,Medium,56,17161,2023-11-5,Cross-sell,John Doe,Salesforce,Qualification
OPP_703,Opportunity 703,Litware Inc,EMEA,Finance,Closed Lost,High,87,56839,2024-8-18,Cross-sell,Michael Jones,Marketing Cloud,Closed Lost
OPP_704,Opportunity 704,Acme Corp,South America,Healthcare,New,Low,66,29002,2023-7-9,New Business,John Doe,Marketing Cloud,Negotiation
OPP_705,Opportunity 705,LexCorp,APAC,Healthcare,New,Low,34,57113,2024-6-2,New Business,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_706,Opportunity 706,Wayne Enterprises,APAC,Finance,Pending,Low,72,62676,2024-8-24,Upsell,Jane Smith,Service Cloud,Qualification
OPP_707,Opportunity 707,LexCorp,North America,Technology,Closed Won,Medium,71,71857,2024-11-11,Cross-sell,John Doe,Salesforce,Qualification
OPP_708,Opportunity 708,Wayne Enterprises,EMEA,Technology,Closed Won,High,76,98951,2024-10-24,Cross-sell,Michael Jones,Service Cloud,Proposal/Quote
OPP_709,Opportunity 709,LexCorp,South America,Finance,Pending,Medium,83,99073,2024-2-8,Upsell,Michael Jones,Service Cloud,Negotiation
OPP_710,Opportunity 710,Acme Corp,North America,Finance,Closed Won,High,68,58915,2023-6-14,Upsell,Michael Jones,Marketing Cloud,Closed Lost
OPP_711,Opportunity 711,LexCorp,South America,Healthcare,Closed Lost,Low,56,34435,2024-11-12,Cross-sell,John Doe,Marketing Cloud,Closed Won
OPP_712,Opportunity 712,LexCorp,EMEA,Healthcare,New,Medium,31,23072,2023-1-23,New Business,Michael Jones,Marketing Cloud,Closed Won
OPP_713,Opportunity 713,Wayne Enterprises,EMEA,Technology,Closed Lost,Low,29,74002,2023-1-15,Upsell,John Doe,Service Cloud,Closed Won
OPP_714,Opportunity 714,Acme Corp,EMEA,Retail,New,High,59,95612,2024-5-2,Upsell,Michael Jones,Salesforce,Closed Won
OPP_715,Opportunity 715,Litware Inc,APAC,Technology,Closed Lost,High,83,22398,2023-12-19,New Business,Jane Smith,Marketing Cloud,Qualification
OPP_716,Opportunity 716,Litware Inc,EMEA,Retail,Closed Won,Low,58,92716,2023-12-21,Cross-sell,Michael Jones,Marketing Cloud,Negotiation
OPP_717,Opportunity 717,Wayne Enterprises,North America,Technology,Closed Lost,Low,26,92595,2024-7-18,Cross-sell,Michael Jones,Service Cloud,Closed Won
OPP_718,Opportunity 718,LexCorp,South America,Finance,Pending,Medium,86,82221,2024-11-4,Cross-sell,Jane Smith,Service Cloud,Negotiation
OPP_719,Opportunity 719,Litware Inc,North America,Finance,Pending,High,86,6589,2023-3-24,Upsell,Jane Smith,Service Cloud,Negotiation
OPP_720,Opportunity 720,Litware Inc,South America,Healthcare,New,Low,56,99623,2023-5-8,Cross-sell,Jane Smith,Service Cloud,Closed Won
OPP_721,Opportunity 721,Wayne Enterprises,North America,Technology,New,Medium,77,53603,2023-1-26,Cross-sell,Michael Jones,Salesforce,Qualification
OPP_722,Opportunity 722,Litware Inc,EMEA,Healthcare,Closed Won,Medium,56,1239,2023-1-11,Upsell,John Doe,Marketing Cloud,Closed Won
OPP_723,Opportunity 723,Litware Inc,North America,Finance,Closed Won,Medium,71,25977,2024-9-20,Upsell,Michael Jones,Marketing Cloud,Closed Lost
OPP_724,Opportunity 724,Acme Corp,North America,Finance,Closed Won,Medium,90,82068,2024-10-12,Cross-sell,Michael Jones,Marketing Cloud,Negotiation
OPP_725,Opportunity 725,Acme Corp,South America,Technology,Pending,Medium,54,59887,2024-1-21,Upsell,Michael Jones,Salesforce,Qualification
OPP_726,Opportunity 726,LexCorp,EMEA,Healthcare,New,Medium,23,15065,2024-3-23,Upsell,Michael Jones,Salesforce,Closed Lost
OPP_727,Opportunity 727,Acme Corp,APAC,Technology,New,High,26,67459,2023-8-23,New Business,John Doe,Salesforce,Negotiation
OPP_728,Opportunity 728,LexCorp,EMEA,Technology,New,Low,73,5349,2024-11-8,New Business,Jane Smith,Salesforce,Negotiation
OPP_729,Opportunity 729,Litware Inc,EMEA,Technology,Closed Lost,Medium,38,30355,2023-3-20,New Business,Jane Smith,Salesforce,Closed Won
OPP_730,Opportunity 730,Acme Corp,EMEA,Healthcare,Closed Won,Low,24,52102,2023-2-22,Cross-sell,John Doe,Service Cloud,Qualification
OPP_731,Opportunity 731,LexCorp,APAC,Finance,Closed Lost,Medium,32,62279,2024-6-24,Upsell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_732,Opportunity 732,Litware Inc,North America,Technology,Pending,Low,57,51050,2024-7-3,New Business,Jane Smith,Salesforce,Closed Lost
OPP_733,Opportunity 733,Acme Corp,North America,Technology,New,Medium,33,80044,2024-11-17,Cross-sell,Jane Smith,Salesforce,Proposal/Quote
OPP_734,Opportunity 734,Wayne Enterprises,South America,Healthcare,Closed Won,Medium,64,78175,2024-11-3,Upsell,Jane Smith,Marketing Cloud,Qualification
OPP_735,Opportunity 735,Litware Inc,EMEA,Healthcare,Closed Lost,High,34,69929,2024-11-16,Upsell,Michael Jones,Marketing Cloud,Closed Won
OPP_736,Opportunity 736,Litware Inc,South America,Technology,Closed Won,High,58,25394,2023-3-22,New Business,John Doe,Salesforce,Closed Won
OPP_737,Opportunity 737,Litware Inc,South America,Finance,Pending,High,41,25253,2023-12-6,Upsell,Michael Jones,Marketing Cloud,Negotiation
OPP_738,Opportunity 738,Litware Inc,North America,Finance,Closed Won,Low,28,55025,2023-1-11,New Business,John Doe,Service Cloud,Closed Lost
OPP_739,Opportunity 739,Wayne Enterprises,APAC,Healthcare,Closed Won,Medium,41,32744,2023-9-9,Upsell,John Doe,Salesforce,Proposal/Quote
